,Sequence Title,Query Title,Pident,Bitscore,Subject Sequence Length,e-value,Query Sequence Length,Start of Alignment in Subject,End of Alignment in Query,Start of Alignment in Query,End of Alignment in Query,mobileOG ID,Gene Name,Best Hit Accession ID,Major mobileOG Category,Minor mobileOG Category,Source Database,Evidence Type,Contig/ORF Name,ORF_Start_Stop_Strands,ORF_Start,ORF_End,Sense or Antisense Strand,Prodigal ID,Prodigal Designated Contigs,Unique_ORF,Partial Tag,Start Codon,RBS Motif,RBS Spacer,GC Content,Specific Contig,Final Sample Name
11,mobileOG_000760667|NA:Keyword|Q4V1D4|integration/excision|NA|ACLAME|Keyword Search,NODE_1_length_682687_cov_37.188547_2 # 290 # 901 # -1 # ID=1_2;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.364,94.9,364,296,1.26e-127,204,14,209,1,196,mobileOG_000760667,NA:Keyword,Q4V1D4,integration/excision,NA,ACLAME,Keyword Search,NODE_1_length_682687_cov_37.188547_2, 290 # 901 # -1 , 290,901,-1 ,1_2,1,2,00,ATG,None,None,0.364,NODE_1_length_682687_cov_37.188547,mobileOG_000760667_NODE_1_length_682687_cov_37.188547
12,mobileOG_000724412|NA:Keyword|WP_076611614.1|integration/excision|NA|ISFinder|Keyword Search,NODE_1_length_682687_cov_37.188547_2 # 290 # 901 # -1 # ID=1_2;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.364,94.9,364,318,2.68e-127,204,36,231,1,196,mobileOG_000724412,NA:Keyword,WP_076611614.1,integration/excision,NA,ISFinder,Keyword Search,NODE_1_length_682687_cov_37.188547_2, 290 # 901 # -1 , 290,901,-1 ,1_2,1,2,00,ATG,None,None,0.364,NODE_1_length_682687_cov_37.188547,mobileOG_000724412_NODE_1_length_682687_cov_37.188547
13,mobileOG_000750453|NA:Keyword|WP_129542617.1|integration/excision|NA|Plasmid RefSeq|Keyword Search,NODE_1_length_682687_cov_37.188547_2 # 290 # 901 # -1 # ID=1_2;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.364,97.4,369,447,2.94e-127,204,165,360,1,196,mobileOG_000750453,NA:Keyword,WP_129542617.1,integration/excision,NA,Plasmid RefSeq,Keyword Search,NODE_1_length_682687_cov_37.188547_2, 290 # 901 # -1 , 290,901,-1 ,1_2,1,2,00,ATG,None,None,0.364,NODE_1_length_682687_cov_37.188547,mobileOG_000750453_NODE_1_length_682687_cov_37.188547
14,mobileOG_000416867|NA:Keyword|WP_155759253.1|integration/excision|NA|COMPASS|Keyword Search,NODE_1_length_682687_cov_37.188547_2 # 290 # 901 # -1 # ID=1_2;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.364,94.4,361,290,1.68e-126,204,8,203,1,196,mobileOG_000416867,NA:Keyword,WP_155759253.1,integration/excision,NA,COMPASS,Keyword Search,NODE_1_length_682687_cov_37.188547_2, 290 # 901 # -1 , 290,901,-1 ,1_2,1,2,00,ATG,None,None,0.364,NODE_1_length_682687_cov_37.188547,mobileOG_000416867_NODE_1_length_682687_cov_37.188547
15,mobileOG_000409668|NA:Keyword|A0A0F6FTI2|integration/excision|NA|COMPASS|Keyword Search,NODE_1_length_682687_cov_37.188547_3 # 967 # 1383 # -1 # ID=1_3;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.336,97.8,260,138,7.44e-90,139,1,138,1,138,mobileOG_000409668,NA:Keyword,A0A0F6FTI2,integration/excision,NA,COMPASS,Keyword Search,NODE_1_length_682687_cov_37.188547_3, 967 # 1383 # -1 , 967,1383,-1 ,1_3,1,3,00,ATG,GGAG/GAGG,5-10bp,0.336,NODE_1_length_682687_cov_37.188547,mobileOG_000409668_NODE_1_length_682687_cov_37.188547
16,mobileOG_000402975|NA:Keyword|A0A1B2RCC2|integration/excision|NA|COMPASS|Keyword Search,NODE_1_length_682687_cov_37.188547_3 # 967 # 1383 # -1 # ID=1_3;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.336,94.9,248,145,5.02e-85,139,10,145,3,138,mobileOG_000402975,NA:Keyword,A0A1B2RCC2,integration/excision,NA,COMPASS,Keyword Search,NODE_1_length_682687_cov_37.188547_3, 967 # 1383 # -1 , 967,1383,-1 ,1_3,1,3,00,ATG,GGAG/GAGG,5-10bp,0.336,NODE_1_length_682687_cov_37.188547,mobileOG_000402975_NODE_1_length_682687_cov_37.188547
17,mobileOG_000411203|NA:Keyword|C3DUA5|integration/excision|NA|COMPASS|Keyword Search,NODE_1_length_682687_cov_37.188547_3 # 967 # 1383 # -1 # ID=1_3;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.336,91.0,233,134,4.36e-79,139,1,133,1,133,mobileOG_000411203,NA:Keyword,C3DUA5,integration/excision,NA,COMPASS,Keyword Search,NODE_1_length_682687_cov_37.188547_3, 967 # 1383 # -1 , 967,1383,-1 ,1_3,1,3,00,ATG,GGAG/GAGG,5-10bp,0.336,NODE_1_length_682687_cov_37.188547,mobileOG_000411203_NODE_1_length_682687_cov_37.188547
18,mobileOG_000724411|NA:Keyword|C3DUA5|integration/excision|NA|Multiple|Keyword Search,NODE_1_length_682687_cov_37.188547_3 # 967 # 1383 # -1 # ID=1_3;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.336,91.0,233,137,4.82e-79,139,4,136,1,133,mobileOG_000724411,NA:Keyword,C3DUA5,integration/excision,NA,Multiple,Keyword Search,NODE_1_length_682687_cov_37.188547_3, 967 # 1383 # -1 , 967,1383,-1 ,1_3,1,3,00,ATG,GGAG/GAGG,5-10bp,0.336,NODE_1_length_682687_cov_37.188547,mobileOG_000724411_NODE_1_length_682687_cov_37.188547
19,mobileOG_000731151|NA:Keyword|WP_087942833.1|integration/excision|NA|Plasmid RefSeq|Keyword Search,NODE_1_length_682687_cov_37.188547_3 # 967 # 1383 # -1 # ID=1_3;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.336,98.4,243,447,7.78e-79,139,4,130,1,127,mobileOG_000731151,NA:Keyword,WP_087942833.1,integration/excision,NA,Plasmid RefSeq,Keyword Search,NODE_1_length_682687_cov_37.188547_3, 967 # 1383 # -1 , 967,1383,-1 ,1_3,1,3,00,ATG,GGAG/GAGG,5-10bp,0.336,NODE_1_length_682687_cov_37.188547,mobileOG_000731151_NODE_1_length_682687_cov_37.188547
20,mobileOG_000741127|NA:Keyword|WP_085960091.1|integration/excision|NA|Plasmid RefSeq|Keyword Search,NODE_1_length_682687_cov_37.188547_3 # 967 # 1383 # -1 # ID=1_3;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.336,97.6,240,447,8.77e-78,139,4,130,1,127,mobileOG_000741127,NA:Keyword,WP_085960091.1,integration/excision,NA,Plasmid RefSeq,Keyword Search,NODE_1_length_682687_cov_37.188547_3, 967 # 1383 # -1 , 967,1383,-1 ,1_3,1,3,00,ATG,GGAG/GAGG,5-10bp,0.336,NODE_1_length_682687_cov_37.188547,mobileOG_000741127_NODE_1_length_682687_cov_37.188547
21,mobileOG_000748345|NA:Keyword|WP_087942833.1|integration/excision|NA|Plasmid RefSeq|Keyword Search,NODE_1_length_682687_cov_37.188547_3 # 967 # 1383 # -1 # ID=1_3;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.336,97.6,240,447,8.77e-78,139,4,130,1,127,mobileOG_000748345,NA:Keyword,WP_087942833.1,integration/excision,NA,Plasmid RefSeq,Keyword Search,NODE_1_length_682687_cov_37.188547_3, 967 # 1383 # -1 , 967,1383,-1 ,1_3,1,3,00,ATG,GGAG/GAGG,5-10bp,0.336,NODE_1_length_682687_cov_37.188547,mobileOG_000748345_NODE_1_length_682687_cov_37.188547
22,mobileOG_000748450|NA:Keyword|WP_085961348.1|integration/excision|NA|Plasmid RefSeq|Keyword Search,NODE_1_length_682687_cov_37.188547_3 # 967 # 1383 # -1 # ID=1_3;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.336,97.6,240,447,8.77e-78,139,4,130,1,127,mobileOG_000748450,NA:Keyword,WP_085961348.1,integration/excision,NA,Plasmid RefSeq,Keyword Search,NODE_1_length_682687_cov_37.188547_3, 967 # 1383 # -1 , 967,1383,-1 ,1_3,1,3,00,ATG,GGAG/GAGG,5-10bp,0.336,NODE_1_length_682687_cov_37.188547,mobileOG_000748450_NODE_1_length_682687_cov_37.188547
23,mobileOG_000755835|NA:Keyword|WP_139032841.1|integration/excision|NA|Plasmid RefSeq|Keyword Search,NODE_1_length_682687_cov_37.188547_3 # 967 # 1383 # -1 # ID=1_3;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.336,97.6,240,447,8.77e-78,139,4,130,1,127,mobileOG_000755835,NA:Keyword,WP_139032841.1,integration/excision,NA,Plasmid RefSeq,Keyword Search,NODE_1_length_682687_cov_37.188547_3, 967 # 1383 # -1 , 967,1383,-1 ,1_3,1,3,00,ATG,GGAG/GAGG,5-10bp,0.336,NODE_1_length_682687_cov_37.188547,mobileOG_000755835_NODE_1_length_682687_cov_37.188547
24,mobileOG_000755869|NA:Keyword|WP_139032699.1|integration/excision|NA|Plasmid RefSeq|Keyword Search,NODE_1_length_682687_cov_37.188547_3 # 967 # 1383 # -1 # ID=1_3;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.336,97.6,240,447,8.77e-78,139,4,130,1,127,mobileOG_000755869,NA:Keyword,WP_139032699.1,integration/excision,NA,Plasmid RefSeq,Keyword Search,NODE_1_length_682687_cov_37.188547_3, 967 # 1383 # -1 , 967,1383,-1 ,1_3,1,3,00,ATG,GGAG/GAGG,5-10bp,0.336,NODE_1_length_682687_cov_37.188547,mobileOG_000755869_NODE_1_length_682687_cov_37.188547
25,mobileOG_000750453|NA:Keyword|WP_129542617.1|integration/excision|NA|Plasmid RefSeq|Keyword Search,NODE_1_length_682687_cov_37.188547_3 # 967 # 1383 # -1 # ID=1_3;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.336,96.9,239,447,2.48e-77,139,4,130,1,127,mobileOG_000750453,NA:Keyword,WP_129542617.1,integration/excision,NA,Plasmid RefSeq,Keyword Search,NODE_1_length_682687_cov_37.188547_3, 967 # 1383 # -1 , 967,1383,-1 ,1_3,1,3,00,ATG,GGAG/GAGG,5-10bp,0.336,NODE_1_length_682687_cov_37.188547,mobileOG_000750453_NODE_1_length_682687_cov_37.188547
26,mobileOG_000064673|insK|R8GGY8|integration/excision|NA|COMPASS|Homology,NODE_1_length_682687_cov_37.188547_429 # 414583 # 415380 # -1 # ID=1_429;partial=00;start_type=GTG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.366,97.7,510,265,9.29e-185,266,1,265,1,265,mobileOG_000064673,insK,R8GGY8,integration/excision,NA,COMPASS,Homology,NODE_1_length_682687_cov_37.188547_429, 414583 # 415380 # -1 , 414583,415380,-1 ,1_429,1,429,00,GTG,GGA/GAG/AGG,5-10bp,0.366,NODE_1_length_682687_cov_37.188547,mobileOG_000064673_NODE_1_length_682687_cov_37.188547
27,mobileOG_000064565|insK|WP_085965074.1|integration/excision|NA|COMPASS|Homology,NODE_1_length_682687_cov_37.188547_429 # 414583 # 415380 # -1 # ID=1_429;partial=00;start_type=GTG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.366,97.4,509,265,3.78e-184,266,1,265,1,265,mobileOG_000064565,insK,WP_085965074.1,integration/excision,NA,COMPASS,Homology,NODE_1_length_682687_cov_37.188547_429, 414583 # 415380 # -1 , 414583,415380,-1 ,1_429,1,429,00,GTG,GGA/GAG/AGG,5-10bp,0.366,NODE_1_length_682687_cov_37.188547,mobileOG_000064565_NODE_1_length_682687_cov_37.188547
28,mobileOG_000001547|tnp|Q4V1F0|integration/excision|NA|ACLAME|Manual,NODE_1_length_682687_cov_37.188547_429 # 414583 # 415380 # -1 # ID=1_429;partial=00;start_type=GTG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.366,97.0,507,269,1.78e-183,266,5,269,1,265,mobileOG_000001547,tnp,Q4V1F0,integration/excision,NA,ACLAME,Manual,NODE_1_length_682687_cov_37.188547_429, 414583 # 415380 # -1 , 414583,415380,-1 ,1_429,1,429,00,GTG,GGA/GAG/AGG,5-10bp,0.366,NODE_1_length_682687_cov_37.188547,mobileOG_000001547_NODE_1_length_682687_cov_37.188547
29,mobileOG_000067969|insK|WP_119684364.1|integration/excision|NA|COMPASS|Homology,NODE_1_length_682687_cov_37.188547_429 # 414583 # 415380 # -1 # ID=1_429;partial=00;start_type=GTG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.366,97.0,506,265,3.11e-183,266,1,265,1,265,mobileOG_000067969,insK,WP_119684364.1,integration/excision,NA,COMPASS,Homology,NODE_1_length_682687_cov_37.188547_429, 414583 # 415380 # -1 , 414583,415380,-1 ,1_429,1,429,00,GTG,GGA/GAG/AGG,5-10bp,0.366,NODE_1_length_682687_cov_37.188547,mobileOG_000067969_NODE_1_length_682687_cov_37.188547
30,mobileOG_000066909|insK|A0A0K0QHM1|integration/excision|NA|COMPASS|Homology,NODE_1_length_682687_cov_37.188547_429 # 414583 # 415380 # -1 # ID=1_429;partial=00;start_type=GTG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.366,97.0,506,265,4.41e-183,266,1,265,1,265,mobileOG_000066909,insK,A0A0K0QHM1,integration/excision,NA,COMPASS,Homology,NODE_1_length_682687_cov_37.188547_429, 414583 # 415380 # -1 , 414583,415380,-1 ,1_429,1,429,00,GTG,GGA/GAG/AGG,5-10bp,0.366,NODE_1_length_682687_cov_37.188547,mobileOG_000066909_NODE_1_length_682687_cov_37.188547
31,mobileOG_000306935|insK|WP_098630116.1|integration/excision|NA|Plasmid RefSeq|Homology,NODE_1_length_682687_cov_37.188547_429 # 414583 # 415380 # -1 # ID=1_429;partial=00;start_type=GTG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.366,97.4,509,451,3.02e-181,266,187,451,1,265,mobileOG_000306935,insK,WP_098630116.1,integration/excision,NA,Plasmid RefSeq,Homology,NODE_1_length_682687_cov_37.188547_429, 414583 # 415380 # -1 , 414583,415380,-1 ,1_429,1,429,00,GTG,GGA/GAG/AGG,5-10bp,0.366,NODE_1_length_682687_cov_37.188547,mobileOG_000306935_NODE_1_length_682687_cov_37.188547
32,mobileOG_000308418|insK|WP_085959128.1|integration/excision|NA|Plasmid RefSeq|Homology,NODE_1_length_682687_cov_37.188547_429 # 414583 # 415380 # -1 # ID=1_429;partial=00;start_type=GTG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.366,97.4,509,451,3.02e-181,266,187,451,1,265,mobileOG_000308418,insK,WP_085959128.1,integration/excision,NA,Plasmid RefSeq,Homology,NODE_1_length_682687_cov_37.188547_429, 414583 # 415380 # -1 , 414583,415380,-1 ,1_429,1,429,00,GTG,GGA/GAG/AGG,5-10bp,0.366,NODE_1_length_682687_cov_37.188547,mobileOG_000308418_NODE_1_length_682687_cov_37.188547
33,mobileOG_000308724|insK|WP_100910829.1|integration/excision|NA|Plasmid RefSeq|Homology,NODE_1_length_682687_cov_37.188547_429 # 414583 # 415380 # -1 # ID=1_429;partial=00;start_type=GTG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.366,97.4,509,451,3.02e-181,266,187,451,1,265,mobileOG_000308724,insK,WP_100910829.1,integration/excision,NA,Plasmid RefSeq,Homology,NODE_1_length_682687_cov_37.188547_429, 414583 # 415380 # -1 , 414583,415380,-1 ,1_429,1,429,00,GTG,GGA/GAG/AGG,5-10bp,0.366,NODE_1_length_682687_cov_37.188547,mobileOG_000308724_NODE_1_length_682687_cov_37.188547
34,mobileOG_000345371|insK|WP_149217232.1|integration/excision|NA|Plasmid RefSeq|Homology,NODE_1_length_682687_cov_37.188547_429 # 414583 # 415380 # -1 # ID=1_429;partial=00;start_type=GTG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.366,97.4,509,454,3.36e-181,266,190,454,1,265,mobileOG_000345371,insK,WP_149217232.1,integration/excision,NA,Plasmid RefSeq,Homology,NODE_1_length_682687_cov_37.188547_429, 414583 # 415380 # -1 , 414583,415380,-1 ,1_429,1,429,00,GTG,GGA/GAG/AGG,5-10bp,0.366,NODE_1_length_682687_cov_37.188547,mobileOG_000345371_NODE_1_length_682687_cov_37.188547
35,mobileOG_000303422|insK|WP_085965074.1|integration/excision|NA|Plasmid RefSeq|Homology,NODE_1_length_682687_cov_37.188547_429 # 414583 # 415380 # -1 # ID=1_429;partial=00;start_type=GTG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.366,97.0,507,451,1.23e-180,266,187,451,1,265,mobileOG_000303422,insK,WP_085965074.1,integration/excision,NA,Plasmid RefSeq,Homology,NODE_1_length_682687_cov_37.188547_429, 414583 # 415380 # -1 , 414583,415380,-1 ,1_429,1,429,00,GTG,GGA/GAG/AGG,5-10bp,0.366,NODE_1_length_682687_cov_37.188547,mobileOG_000303422_NODE_1_length_682687_cov_37.188547
36,mobileOG_000039731|insK|WP_095209622.1|integration/excision|NA|COMPASS|Homology,NODE_1_length_682687_cov_37.188547_429 # 414583 # 415380 # -1 # ID=1_429;partial=00;start_type=GTG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.366,96.2,500,297,2.75e-180,266,33,297,1,265,mobileOG_000039731,insK,WP_095209622.1,integration/excision,NA,COMPASS,Homology,NODE_1_length_682687_cov_37.188547_429, 414583 # 415380 # -1 , 414583,415380,-1 ,1_429,1,429,00,GTG,GGA/GAG/AGG,5-10bp,0.366,NODE_1_length_682687_cov_37.188547,mobileOG_000039731_NODE_1_length_682687_cov_37.188547
37,mobileOG_000040790|insK|WP_157404958.1|integration/excision|NA|COMPASS|Homology,NODE_1_length_682687_cov_37.188547_429 # 414583 # 415380 # -1 # ID=1_429;partial=00;start_type=GTG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.366,94.7,498,265,9.96e-180,266,1,265,1,265,mobileOG_000040790,insK,WP_157404958.1,integration/excision,NA,COMPASS,Homology,NODE_1_length_682687_cov_37.188547_429, 414583 # 415380 # -1 , 414583,415380,-1 ,1_429,1,429,00,GTG,GGA/GAG/AGG,5-10bp,0.366,NODE_1_length_682687_cov_37.188547,mobileOG_000040790_NODE_1_length_682687_cov_37.188547
38,mobileOG_000066906|insK|A0A0K0QMS1|integration/excision|NA|COMPASS|Homology,NODE_1_length_682687_cov_37.188547_429 # 414583 # 415380 # -1 # ID=1_429;partial=00;start_type=GTG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.366,95.8,498,265,9.96e-180,266,1,265,1,265,mobileOG_000066906,insK,A0A0K0QMS1,integration/excision,NA,COMPASS,Homology,NODE_1_length_682687_cov_37.188547_429, 414583 # 415380 # -1 , 414583,415380,-1 ,1_429,1,429,00,GTG,GGA/GAG/AGG,5-10bp,0.366,NODE_1_length_682687_cov_37.188547,mobileOG_000066906_NODE_1_length_682687_cov_37.188547
