,Sequence Title,Query Title,Pident,Bitscore,Subject Sequence Length,e-value,Query Sequence Length,Start of Alignment in Subject,End of Alignment in Query,Start of Alignment in Query,End of Alignment in Query,mobileOG ID,Gene Name,Best Hit Accession ID,Major mobileOG Category,Minor mobileOG Category,Source Database,Evidence Type,Contig/ORF Name,ORF_Start_Stop_Strands,ORF_Start,ORF_End,Sense or Antisense Strand,Prodigal ID,Prodigal Designated Contigs,Unique_ORF,Partial Tag,Start Codon,RBS Motif,RBS Spacer,GC Content,Specific Contig,Final Sample Name
10,mobileOG_000370696|oppF|WP_101455575.1|transfer|competence|Plasmid RefSeq|Homology,NODE_1_length_937840_cov_29.145223_377 # 423297 # 424298 # -1 # ID=1_377;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.618,99.1,638,333,6.31e-233,334,1,333,1,333,mobileOG_000370696,oppF,WP_101455575.1,transfer,competence,Plasmid RefSeq,Homology,NODE_1_length_937840_cov_29.145223_377, 423297 # 424298 # -1 , 423297,424298,-1 ,1_377,1,377,00,ATG,GGAGG,5-10bp,0.618,NODE_1_length_937840_cov_29.145223,mobileOG_000370696_NODE_1_length_937840_cov_29.145223
11,mobileOG_000368552|oppD|WP_033634782.1|transfer|competence|Plasmid RefSeq|Homology,NODE_1_length_937840_cov_29.145223_378 # 424295 # 425311 # -1 # ID=1_378;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.617,99.1,652,338,3.03e-238,339,1,338,1,338,mobileOG_000368552,oppD,WP_033634782.1,transfer,competence,Plasmid RefSeq,Homology,NODE_1_length_937840_cov_29.145223_378, 424295 # 425311 # -1 , 424295,425311,-1 ,1_378,1,378,00,ATG,AGGAG,5-10bp,0.617,NODE_1_length_937840_cov_29.145223,mobileOG_000368552_NODE_1_length_937840_cov_29.145223
12,mobileOG_000335522|oppC|WP_033634783.1|transfer|competence|Plasmid RefSeq|Homology,NODE_1_length_937840_cov_29.145223_379 # 425323 # 426231 # -1 # ID=1_379;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.608,98.7,560,302,4.99e-203,303,1,302,1,302,mobileOG_000335522,oppC,WP_033634783.1,transfer,competence,Plasmid RefSeq,Homology,NODE_1_length_937840_cov_29.145223_379, 425323 # 426231 # -1 , 425323,426231,-1 ,1_379,1,379,00,ATG,GGAG/GAGG,5-10bp,0.608,NODE_1_length_937840_cov_29.145223,mobileOG_000335522_NODE_1_length_937840_cov_29.145223
13,mobileOG_000336315|oppB|WP_033654356.1|transfer|competence|Plasmid RefSeq|Homology,NODE_1_length_937840_cov_29.145223_380 # 426246 # 427166 # -1 # ID=1_380;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.572,99.7,569,306,1.49e-206,307,1,306,1,306,mobileOG_000336315,oppB,WP_033654356.1,transfer,competence,Plasmid RefSeq,Homology,NODE_1_length_937840_cov_29.145223_380, 426246 # 427166 # -1 , 426246,427166,-1 ,1_380,1,380,00,ATG,GGA/GAG/AGG,5-10bp,0.572,NODE_1_length_937840_cov_29.145223,mobileOG_000336315_NODE_1_length_937840_cov_29.145223
14,mobileOG_000335601|oppB|WP_033634784.1|transfer|competence|Plasmid RefSeq|Homology,NODE_1_length_937840_cov_29.145223_380 # 426246 # 427166 # -1 # ID=1_380;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.572,99.3,568,306,2.12e-206,307,1,306,1,306,mobileOG_000335601,oppB,WP_033634784.1,transfer,competence,Plasmid RefSeq,Homology,NODE_1_length_937840_cov_29.145223_380, 426246 # 427166 # -1 , 426246,427166,-1 ,1_380,1,380,00,ATG,GGA/GAG/AGG,5-10bp,0.572,NODE_1_length_937840_cov_29.145223,mobileOG_000335601_NODE_1_length_937840_cov_29.145223
15,mobileOG_000025703|oppB|WP_000911097.1|transfer|competence|Multiple|Manual,NODE_1_length_937840_cov_29.145223_380 # 426246 # 427166 # -1 # ID=1_380;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.572,93.5,533,306,2.22e-192,307,1,306,1,306,mobileOG_000025703,oppB,WP_000911097.1,transfer,competence,Multiple,Manual,NODE_1_length_937840_cov_29.145223_380, 426246 # 427166 # -1 , 426246,427166,-1 ,1_380,1,380,00,ATG,GGA/GAG/AGG,5-10bp,0.572,NODE_1_length_937840_cov_29.145223,mobileOG_000025703_NODE_1_length_937840_cov_29.145223
16,mobileOG_000241060|oppB|A0A0F1ER99|transfer|competence|GPD|Homology,NODE_1_length_937840_cov_29.145223_380 # 426246 # 427166 # -1 # ID=1_380;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.572,93.8,531,306,1.82e-191,307,1,306,1,306,mobileOG_000241060,oppB,A0A0F1ER99,transfer,competence,GPD,Homology,NODE_1_length_937840_cov_29.145223_380, 426246 # 427166 # -1 , 426246,427166,-1 ,1_380,1,380,00,ATG,GGA/GAG/AGG,5-10bp,0.572,NODE_1_length_937840_cov_29.145223,mobileOG_000241060_NODE_1_length_937840_cov_29.145223
17,mobileOG_000241064|oppB|EDA16224.1|transfer|competence|GPD|Homology,NODE_1_length_937840_cov_29.145223_380 # 426246 # 427166 # -1 # ID=1_380;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.572,91.2,529,306,7.40e-191,307,1,306,1,306,mobileOG_000241064,oppB,EDA16224.1,transfer,competence,GPD,Homology,NODE_1_length_937840_cov_29.145223_380, 426246 # 427166 # -1 , 426246,427166,-1 ,1_380,1,380,00,ATG,GGA/GAG/AGG,5-10bp,0.572,NODE_1_length_937840_cov_29.145223,mobileOG_000241064_NODE_1_length_937840_cov_29.145223
18,mobileOG_000002429|oppB|WP_000911112.1|transfer|competence|Multiple|Manual,NODE_1_length_937840_cov_29.145223_380 # 426246 # 427166 # -1 # ID=1_380;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.572,93.8,528,306,2.12e-190,307,1,306,1,306,mobileOG_000002429,oppB,WP_000911112.1,transfer,competence,Multiple,Manual,NODE_1_length_937840_cov_29.145223_380, 426246 # 427166 # -1 , 426246,427166,-1 ,1_380,1,380,00,ATG,GGA/GAG/AGG,5-10bp,0.572,NODE_1_length_937840_cov_29.145223,mobileOG_000002429_NODE_1_length_937840_cov_29.145223
19,mobileOG_000047933|oppB|A0A0F3WLQ6|transfer|competence|COMPASS|Homology,NODE_1_length_937840_cov_29.145223_380 # 426246 # 427166 # -1 # ID=1_380;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.572,93.5,526,306,1.22e-189,307,1,306,1,306,mobileOG_000047933,oppB,A0A0F3WLQ6,transfer,competence,COMPASS,Homology,NODE_1_length_937840_cov_29.145223_380, 426246 # 427166 # -1 , 426246,427166,-1 ,1_380,1,380,00,ATG,GGA/GAG/AGG,5-10bp,0.572,NODE_1_length_937840_cov_29.145223,mobileOG_000047933_NODE_1_length_937840_cov_29.145223
20,mobileOG_000334396|oppA|WP_033647597.1|transfer|competence|Plasmid RefSeq|Homology,NODE_1_length_937840_cov_29.145223_381 # 427250 # 428887 # -1 # ID=1_381;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.563,98.7,1098,545,0.0,546,1,545,1,545,mobileOG_000334396,oppA,WP_033647597.1,transfer,competence,Plasmid RefSeq,Homology,NODE_1_length_937840_cov_29.145223_381, 427250 # 428887 # -1 , 427250,428887,-1 ,1_381,1,381,00,ATG,GGAG/GAGG,5-10bp,0.563,NODE_1_length_937840_cov_29.145223,mobileOG_000334396_NODE_1_length_937840_cov_29.145223
21,mobileOG_000308667|oppA|WP_033654358.1|transfer|competence|Plasmid RefSeq|Homology,NODE_1_length_937840_cov_29.145223_382 # 429037 # 430674 # -1 # ID=1_382;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.590,96.5,1048,545,0.0,546,1,545,1,545,mobileOG_000308667,oppA,WP_033654358.1,transfer,competence,Plasmid RefSeq,Homology,NODE_1_length_937840_cov_29.145223_382, 429037 # 430674 # -1 , 429037,430674,-1 ,1_382,1,382,00,ATG,AGGAG,5-10bp,0.590,NODE_1_length_937840_cov_29.145223,mobileOG_000308667_NODE_1_length_937840_cov_29.145223
22,mobileOG_000308869|oppA|WP_101456511.1|transfer|competence|Plasmid RefSeq|Homology,NODE_1_length_937840_cov_29.145223_382 # 429037 # 430674 # -1 # ID=1_382;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.590,96.3,1046,545,0.0,546,1,545,1,545,mobileOG_000308869,oppA,WP_101456511.1,transfer,competence,Plasmid RefSeq,Homology,NODE_1_length_937840_cov_29.145223_382, 429037 # 430674 # -1 , 429037,430674,-1 ,1_382,1,382,00,ATG,AGGAG,5-10bp,0.590,NODE_1_length_937840_cov_29.145223,mobileOG_000308869_NODE_1_length_937840_cov_29.145223
23,mobileOG_000369427|hns|WP_004932170.1|replication/recombination/repair|regulation|Plasmid RefSeq|Homology,NODE_1_length_937840_cov_29.145223_386 # 436626 # 437033 # 1 # ID=1_386;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.488,100,251,135,1.35e-86,136,1,135,1,135,mobileOG_000369427,hns,WP_004932170.1,replication/recombination/repair,regulation,Plasmid RefSeq,Homology,NODE_1_length_937840_cov_29.145223_386, 436626 # 437033 # 1 , 436626,437033,1 ,1_386,1,386,00,ATG,GGA/GAG/AGG,5-10bp,0.488,NODE_1_length_937840_cov_29.145223,mobileOG_000369427_NODE_1_length_937840_cov_29.145223
24,mobileOG_000330120|xthA|WP_033647602.1|replication/recombination/repair|NA|Plasmid RefSeq|Homology,NODE_1_length_937840_cov_29.145223_395 # 445391 # 446197 # 1 # ID=1_395;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.591,98.9,556,268,5.93e-203,269,1,268,1,268,mobileOG_000330120,xthA,WP_033647602.1,replication/recombination/repair,NA,Plasmid RefSeq,Homology,NODE_1_length_937840_cov_29.145223_395, 445391 # 446197 # 1 , 445391,446197,1 ,1_395,1,395,00,ATG,None,None,0.591,NODE_1_length_937840_cov_29.145223,mobileOG_000330120_NODE_1_length_937840_cov_29.145223
25,mobileOG_000308655|topB|WP_033647606.1|replication/recombination/repair|NA|Plasmid RefSeq|Homology,NODE_1_length_937840_cov_29.145223_398 # 446958 # 448883 # -1 # ID=1_398;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.601,99.5,1254,641,0.0,642,1,641,1,641,mobileOG_000308655,topB,WP_033647606.1,replication/recombination/repair,NA,Plasmid RefSeq,Homology,NODE_1_length_937840_cov_29.145223_398, 446958 # 448883 # -1 , 446958,448883,-1 ,1_398,1,398,00,ATG,None,None,0.601,NODE_1_length_937840_cov_29.145223,mobileOG_000308655_NODE_1_length_937840_cov_29.145223
26,mobileOG_000308859|topB|WP_101427007.1|replication/recombination/repair|NA|Plasmid RefSeq|Homology,NODE_1_length_937840_cov_29.145223_398 # 446958 # 448883 # -1 # ID=1_398;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.601,99.2,1254,641,0.0,642,1,641,1,641,mobileOG_000308859,topB,WP_101427007.1,replication/recombination/repair,NA,Plasmid RefSeq,Homology,NODE_1_length_937840_cov_29.145223_398, 446958 # 448883 # -1 , 446958,448883,-1 ,1_398,1,398,00,ATG,None,None,0.601,NODE_1_length_937840_cov_29.145223,mobileOG_000308859_NODE_1_length_937840_cov_29.145223
27,mobileOG_000298941|slp|WP_033638506.1|integration/excision|NA|Plasmid RefSeq|Homology,NODE_1_length_937840_cov_29.145223_440 # 489152 # 489742 # -1 # ID=1_440;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.645,98.0,389,196,4.90e-139,197,1,196,1,196,mobileOG_000298941,slp,WP_033638506.1,integration/excision,NA,Plasmid RefSeq,Homology,NODE_1_length_937840_cov_29.145223_440, 489152 # 489742 # -1 , 489152,489742,-1 ,1_440,1,440,00,ATG,AGGAG,5-10bp,0.645,NODE_1_length_937840_cov_29.145223,mobileOG_000298941_NODE_1_length_937840_cov_29.145223
28,mobileOG_000354069|ruvB|WP_025303125.1|replication/recombination/repair|NA|Plasmid RefSeq|Homology,NODE_1_length_937840_cov_29.145223_456 # 505644 # 506648 # -1 # ID=1_456;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.634,99.7,646,334,3.02e-236,335,1,334,1,334,mobileOG_000354069,ruvB,WP_025303125.1,replication/recombination/repair,NA,Plasmid RefSeq,Homology,NODE_1_length_937840_cov_29.145223_456, 505644 # 506648 # -1 , 505644,506648,-1 ,1_456,1,456,00,ATG,GGAG/GAGG,5-10bp,0.634,NODE_1_length_937840_cov_29.145223,mobileOG_000354069_NODE_1_length_937840_cov_29.145223
29,mobileOG_000354070|ruvB|WP_043147578.1|replication/recombination/repair|NA|Plasmid RefSeq|Homology,NODE_1_length_937840_cov_29.145223_456 # 505644 # 506648 # -1 # ID=1_456;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.634,99.4,645,334,8.67e-236,335,1,334,1,334,mobileOG_000354070,ruvB,WP_043147578.1,replication/recombination/repair,NA,Plasmid RefSeq,Homology,NODE_1_length_937840_cov_29.145223_456, 505644 # 506648 # -1 , 505644,506648,-1 ,1_456,1,456,00,ATG,GGAG/GAGG,5-10bp,0.634,NODE_1_length_937840_cov_29.145223,mobileOG_000354070_NODE_1_length_937840_cov_29.145223
30,mobileOG_000336561|ruvA|WP_033634852.1|replication/recombination/repair|NA|Plasmid RefSeq|Homology,NODE_1_length_937840_cov_29.145223_457 # 506668 # 507279 # -1 # ID=1_457;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=3-4bp;gc_cont=0.605,98.0,377,204,3.25e-134,204,1,204,1,203,mobileOG_000336561,ruvA,WP_033634852.1,replication/recombination/repair,NA,Plasmid RefSeq,Homology,NODE_1_length_937840_cov_29.145223_457, 506668 # 507279 # -1 , 506668,507279,-1 ,1_457,1,457,00,ATG,AGGAGG,3-4bp,0.605,NODE_1_length_937840_cov_29.145223,mobileOG_000336561_NODE_1_length_937840_cov_29.145223
31,mobileOG_000368503|ruvC|WP_004932367.1|replication/recombination/repair|NA|Plasmid RefSeq|Homology,NODE_1_length_937840_cov_29.145223_458 # 507392 # 507913 # -1 # ID=1_458;partial=00;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.636,100,330,173,2.59e-116,174,1,173,1,173,mobileOG_000368503,ruvC,WP_004932367.1,replication/recombination/repair,NA,Plasmid RefSeq,Homology,NODE_1_length_937840_cov_29.145223_458, 507392 # 507913 # -1 , 507392,507913,-1 ,1_458,1,458,00,ATG,AGxAGG/AGGxGG,5-10bp,0.636,NODE_1_length_937840_cov_29.145223,mobileOG_000368503_NODE_1_length_937840_cov_29.145223
32,mobileOG_000332823|ruvC|WP_033634853.1|replication/recombination/repair|NA|Plasmid RefSeq|Homology,NODE_1_length_937840_cov_29.145223_458 # 507392 # 507913 # -1 # ID=1_458;partial=00;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.636,99.4,329,173,3.68e-116,174,1,173,1,173,mobileOG_000332823,ruvC,WP_033634853.1,replication/recombination/repair,NA,Plasmid RefSeq,Homology,NODE_1_length_937840_cov_29.145223_458, 507392 # 507913 # -1 , 507392,507913,-1 ,1_458,1,458,00,ATG,AGxAGG/AGGxGG,5-10bp,0.636,NODE_1_length_937840_cov_29.145223,mobileOG_000332823_NODE_1_length_937840_cov_29.145223
33,mobileOG_000338525|oppD|WP_033653661.1|transfer|competence|Plasmid RefSeq|Homology,NODE_1_length_937840_cov_29.145223_573 # 627709 # 628551 # -1 # ID=1_573;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.650,98.2,539,280,1.09e-195,281,1,280,1,280,mobileOG_000338525,oppD,WP_033653661.1,transfer,competence,Plasmid RefSeq,Homology,NODE_1_length_937840_cov_29.145223_573, 627709 # 628551 # -1 , 627709,628551,-1 ,1_573,1,573,00,ATG,GGA/GAG/AGG,5-10bp,0.650,NODE_1_length_937840_cov_29.145223,mobileOG_000338525_NODE_1_length_937840_cov_29.145223
34,mobileOG_000338678|oppD|WP_039565565.1|transfer|competence|Plasmid RefSeq|Homology,NODE_1_length_937840_cov_29.145223_573 # 627709 # 628551 # -1 # ID=1_573;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.650,97.9,538,280,4.44e-195,281,1,280,1,280,mobileOG_000338678,oppD,WP_039565565.1,transfer,competence,Plasmid RefSeq,Homology,NODE_1_length_937840_cov_29.145223_573, 627709 # 628551 # -1 , 627709,628551,-1 ,1_573,1,573,00,ATG,GGA/GAG/AGG,5-10bp,0.650,NODE_1_length_937840_cov_29.145223,mobileOG_000338678_NODE_1_length_937840_cov_29.145223
35,mobileOG_000353863|cnu|WP_033635010.1|stability/transfer/defense|regulation|Plasmid RefSeq|Homology,NODE_1_length_937840_cov_29.145223_652 # 705024 # 705239 # 1 # ID=1_652;partial=00;start_type=ATG;rbs_motif=3Base/5BMM;rbs_spacer=13-15bp;gc_cont=0.505,98.6,143,71,1.35e-45,72,1,71,1,71,mobileOG_000353863,cnu,WP_033635010.1,stability/transfer/defense,regulation,Plasmid RefSeq,Homology,NODE_1_length_937840_cov_29.145223_652, 705024 # 705239 # 1 , 705024,705239,1 ,1_652,1,652,00,ATG,3Base/5BMM,13-15bp,0.505,NODE_1_length_937840_cov_29.145223,mobileOG_000353863_NODE_1_length_937840_cov_29.145223
36,mobileOG_000333755|tssB|WP_033635026.1|replication/recombination/repair|NA|Plasmid RefSeq|Homology,NODE_1_length_937840_cov_29.145223_671 # 726681 # 727217 # 1 # ID=1_671;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.579,98.9,338,178,1.67e-119,179,1,178,1,178,mobileOG_000333755,tssB,WP_033635026.1,replication/recombination/repair,NA,Plasmid RefSeq,Homology,NODE_1_length_937840_cov_29.145223_671, 726681 # 727217 # 1 , 726681,727217,1 ,1_671,1,671,00,ATG,GGAG/GAGG,5-10bp,0.579,NODE_1_length_937840_cov_29.145223,mobileOG_000333755_NODE_1_length_937840_cov_29.145223
37,mobileOG_000335880|clpB|WP_101456439.1|phage|chaperone|Plasmid RefSeq|Homology,NODE_1_length_937840_cov_29.145223_686 # 740688 # 743342 # 1 # ID=1_686;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.653,97.6,1646,884,0.0,885,1,884,1,884,mobileOG_000335880,clpB,WP_101456439.1,phage,chaperone,Plasmid RefSeq,Homology,NODE_1_length_937840_cov_29.145223_686, 740688 # 743342 # 1 , 740688,743342,1 ,1_686,1,686,00,ATG,GGAG/GAGG,5-10bp,0.653,NODE_1_length_937840_cov_29.145223,mobileOG_000335880_NODE_1_length_937840_cov_29.145223
38,mobileOG_000331425|clpB|WP_033653610.1|phage|chaperone|Plasmid RefSeq|Homology,NODE_1_length_937840_cov_29.145223_686 # 740688 # 743342 # 1 # ID=1_686;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.653,97.5,1642,884,0.0,885,1,884,1,884,mobileOG_000331425,clpB,WP_033653610.1,phage,chaperone,Plasmid RefSeq,Homology,NODE_1_length_937840_cov_29.145223_686, 740688 # 743342 # 1 , 740688,743342,1 ,1_686,1,686,00,ATG,GGAG/GAGG,5-10bp,0.653,NODE_1_length_937840_cov_29.145223,mobileOG_000331425_NODE_1_length_937840_cov_29.145223
